,DPCP_AA_Rise (RNA),DPCP_AC_Rise (RNA),DPCP_AG_Rise (RNA),DPCP_AT_Rise (RNA),DPCP_CA_Rise (RNA),DPCP_CC_Rise (RNA),DPCP_CG_Rise (RNA),DPCP_CT_Rise (RNA),DPCP_GA_Rise (RNA),DPCP_GC_Rise (RNA),DPCP_GG_Rise (RNA),DPCP_GT_Rise (RNA),DPCP_TA_Rise (RNA),DPCP_TC_Rise (RNA),DPCP_TG_Rise (RNA),DPCP_TT_Rise (RNA),DPCP_AA_Roll (RNA),DPCP_AC_Roll (RNA),DPCP_AG_Roll (RNA),DPCP_AT_Roll (RNA),DPCP_CA_Roll (RNA),DPCP_CC_Roll (RNA),DPCP_CG_Roll (RNA),DPCP_CT_Roll (RNA),DPCP_GA_Roll (RNA),DPCP_GC_Roll (RNA),DPCP_GG_Roll (RNA),DPCP_GT_Roll (RNA),DPCP_TA_Roll (RNA),DPCP_TC_Roll (RNA),DPCP_TG_Roll (RNA),DPCP_TT_Roll (RNA),DPCP_AA_Shift (RNA),DPCP_AC_Shift (RNA),DPCP_AG_Shift (RNA),DPCP_AT_Shift (RNA),DPCP_CA_Shift (RNA),DPCP_CC_Shift (RNA),DPCP_CG_Shift (RNA),DPCP_CT_Shift (RNA),DPCP_GA_Shift (RNA),DPCP_GC_Shift (RNA),DPCP_GG_Shift (RNA),DPCP_GT_Shift (RNA),DPCP_TA_Shift (RNA),DPCP_TC_Shift (RNA),DPCP_TG_Shift (RNA),DPCP_TT_Shift (RNA),DPCP_AA_Slide (RNA),DPCP_AC_Slide (RNA),DPCP_AG_Slide (RNA),DPCP_AT_Slide (RNA),DPCP_CA_Slide (RNA),DPCP_CC_Slide (RNA),DPCP_CG_Slide (RNA),DPCP_CT_Slide (RNA),DPCP_GA_Slide (RNA),DPCP_GC_Slide (RNA),DPCP_GG_Slide (RNA),DPCP_GT_Slide (RNA),DPCP_TA_Slide (RNA),DPCP_TC_Slide (RNA),DPCP_TG_Slide (RNA),DPCP_TT_Slide (RNA),DPCP_AA_Tilt (RNA),DPCP_AC_Tilt (RNA),DPCP_AG_Tilt (RNA),DPCP_AT_Tilt (RNA),DPCP_CA_Tilt (RNA),DPCP_CC_Tilt (RNA),DPCP_CG_Tilt (RNA),DPCP_CT_Tilt (RNA),DPCP_GA_Tilt (RNA),DPCP_GC_Tilt (RNA),DPCP_GG_Tilt (RNA),DPCP_GT_Tilt (RNA),DPCP_TA_Tilt (RNA),DPCP_TC_Tilt (RNA),DPCP_TG_Tilt (RNA),DPCP_TT_Tilt (RNA),DPCP_AA_Twist (RNA),DPCP_AC_Twist (RNA),DPCP_AG_Twist (RNA),DPCP_AT_Twist (RNA),DPCP_CA_Twist (RNA),DPCP_CC_Twist (RNA),DPCP_CG_Twist (RNA),DPCP_CT_Twist (RNA),DPCP_GA_Twist (RNA),DPCP_GC_Twist (RNA),DPCP_GG_Twist (RNA),DPCP_GT_Twist (RNA),DPCP_TA_Twist (RNA),DPCP_TC_Twist (RNA),DPCP_TG_Twist (RNA),DPCP_TT_Twist (RNA)
A3_85,0.0636,0.12960000000000002,0.19799999999999998,0.06480000000000001,0.18539999999999998,0.1992,0.19799999999999998,0.33,0.1352,0.32200000000000006,0.664,0.12960000000000002,0.0652,0.20279999999999998,0.2472,0.1272,0.14,0.192,0.51,0.142,0.594,0.5219999999999999,0.726,0.8500000000000001,0.376,0.61,2.42,0.192,0.214,0.564,0.792,0.28,-0.0016,0.0092,-0.0024,-0.0012,0.0066,-0.0006,0.018,-0.004,0.0028000000000000004,0.007000000000000001,-0.002,0.0092,-0.0004,0.004200000000000001,0.0088,-0.0032,-0.025400000000000002,-0.0572,-0.09,-0.027200000000000002,-0.0876,-0.10679999999999999,-0.11339999999999999,-0.15000000000000002,-0.068,-0.13899999999999998,-0.35600000000000004,-0.0572,-0.028999999999999998,-0.102,-0.1168,-0.050800000000000005,-0.016,0.032,0.03,0.022000000000000002,0.06,0.018,-0.006,0.05,0.052000000000000005,0.0,0.06,0.032,-0.004,0.078,0.08,-0.032,0.62,1.28,1.7999999999999998,0.66,1.8599999999999999,1.92,1.6199999999999999,3.0,1.28,3.5,6.4,1.28,0.64,1.92,2.48,1.24
A3_90,0.0636,0.12960000000000002,0.264,0.06480000000000001,0.18539999999999998,0.1992,0.19799999999999998,0.33,0.20279999999999998,0.32200000000000006,0.5312,0.12960000000000002,0.0652,0.20279999999999998,0.2472,0.1272,0.14,0.192,0.68,0.142,0.594,0.5219999999999999,0.726,0.8500000000000001,0.564,0.61,1.936,0.192,0.214,0.564,0.792,0.28,-0.0016,0.0092,-0.0032,-0.0012,0.0066,-0.0006,0.018,-0.004,0.004200000000000001,0.007000000000000001,-0.0016,0.0092,-0.0004,0.004200000000000001,0.0088,-0.0032,-0.025400000000000002,-0.0572,-0.12,-0.027200000000000002,-0.0876,-0.10679999999999999,-0.11339999999999999,-0.15000000000000002,-0.102,-0.13899999999999998,-0.2848,-0.0572,-0.028999999999999998,-0.102,-0.1168,-0.050800000000000005,-0.016,0.032,0.04,0.022000000000000002,0.06,0.018,-0.006,0.05,0.078,0.0,0.048,0.032,-0.004,0.078,0.08,-0.032,0.62,1.28,2.4,0.66,1.8599999999999999,1.92,1.6199999999999999,3.0,1.92,3.5,5.12,1.28,0.64,1.92,2.48,1.24
A3_93,0.0636,0.12960000000000002,0.264,0.06480000000000001,0.2472,0.1992,0.066,0.33,0.20279999999999998,0.32200000000000006,0.5975999999999999,0.12960000000000002,0.0652,0.20279999999999998,0.2472,0.1272,0.14,0.192,0.68,0.142,0.792,0.5219999999999999,0.242,0.8500000000000001,0.564,0.61,2.178,0.192,0.214,0.564,0.792,0.28,-0.0016,0.0092,-0.0032,-0.0012,0.0088,-0.0006,0.006,-0.004,0.004200000000000001,0.007000000000000001,-0.0018,0.0092,-0.0004,0.004200000000000001,0.0088,-0.0032,-0.025400000000000002,-0.0572,-0.12,-0.027200000000000002,-0.1168,-0.10679999999999999,-0.0378,-0.15000000000000002,-0.102,-0.13899999999999998,-0.3204,-0.0572,-0.028999999999999998,-0.102,-0.1168,-0.050800000000000005,-0.016,0.032,0.04,0.022000000000000002,0.08,0.018,-0.002,0.05,0.078,0.0,0.054,0.032,-0.004,0.078,0.08,-0.032,0.62,1.28,2.4,0.66,2.48,1.92,0.54,3.0,1.92,3.5,5.76,1.28,0.64,1.92,2.48,1.24
A3_101,0.0636,0.12960000000000002,0.462,0.06480000000000001,0.18539999999999998,0.1992,0.066,0.264,0.338,0.2576,0.5312,0.12960000000000002,0.0652,0.1352,0.2472,0.1272,0.14,0.192,1.1900000000000002,0.142,0.594,0.5219999999999999,0.242,0.68,0.9400000000000001,0.488,1.936,0.192,0.214,0.376,0.792,0.28,-0.0016,0.0092,-0.005600000000000001,-0.0012,0.0066,-0.0006,0.006,-0.0032,0.007000000000000001,0.005600000000000001,-0.0016,0.0092,-0.0004,0.0028000000000000004,0.0088,-0.0032,-0.025400000000000002,-0.0572,-0.21000000000000002,-0.027200000000000002,-0.0876,-0.10679999999999999,-0.0378,-0.12,-0.17,-0.1112,-0.2848,-0.0572,-0.028999999999999998,-0.068,-0.1168,-0.050800000000000005,-0.016,0.032,0.07,0.022000000000000002,0.06,0.018,-0.002,0.04,0.13,0.0,0.048,0.032,-0.004,0.052000000000000005,0.08,-0.032,0.62,1.28,4.2,0.66,1.8599999999999999,1.92,0.54,2.4,3.2,2.8000000000000003,5.12,1.28,0.64,1.28,2.48,1.24
A3_108,0.1272,0.19440000000000002,0.39599999999999996,0.06480000000000001,0.18539999999999998,0.1328,0.132,0.19799999999999998,0.4732,0.1932,0.46480000000000005,0.12960000000000002,0.0652,0.1352,0.2472,0.1272,0.28,0.288,1.02,0.142,0.594,0.348,0.484,0.51,1.3160000000000003,0.366,1.6940000000000002,0.192,0.214,0.376,0.792,0.28,-0.0032,0.0138,-0.0048,-0.0012,0.0066,-0.0004,0.012,-0.0024,0.009800000000000001,0.004200000000000001,-0.0014000000000000002,0.0092,-0.0004,0.0028000000000000004,0.0088,-0.0032,-0.050800000000000005,-0.08579999999999999,-0.18,-0.027200000000000002,-0.0876,-0.0712,-0.0756,-0.09,-0.23800000000000002,-0.08339999999999999,-0.24920000000000003,-0.0572,-0.028999999999999998,-0.068,-0.1168,-0.050800000000000005,-0.032,0.048,0.06,0.022000000000000002,0.06,0.012,-0.004,0.03,0.18200000000000002,0.0,0.042,0.032,-0.004,0.052000000000000005,0.08,-0.032,1.24,1.92,3.5999999999999996,0.66,1.8599999999999999,1.28,1.08,1.7999999999999998,4.48,2.1,4.48,1.28,0.64,1.28,2.48,1.24
A3_114,0.0636,0.25920000000000004,0.462,0.0,0.18539999999999998,0.1328,0.19799999999999998,0.19799999999999998,0.5408,0.1932,0.46480000000000005,0.12960000000000002,0.0,0.0676,0.2472,0.1272,0.14,0.384,1.1900000000000002,0.0,0.594,0.348,0.726,0.51,1.504,0.366,1.6940000000000002,0.192,0.0,0.188,0.792,0.28,-0.0016,0.0184,-0.005600000000000001,-0.0,0.0066,-0.0004,0.018,-0.0024,0.011200000000000002,0.004200000000000001,-0.0014000000000000002,0.0092,-0.0,0.0014000000000000002,0.0088,-0.0032,-0.025400000000000002,-0.1144,-0.21000000000000002,-0.0,-0.0876,-0.0712,-0.11339999999999999,-0.09,-0.272,-0.08339999999999999,-0.24920000000000003,-0.0572,-0.0,-0.034,-0.1168,-0.050800000000000005,-0.016,0.064,0.07,0.0,0.06,0.012,-0.006,0.03,0.20800000000000002,0.0,0.042,0.032,-0.0,0.026000000000000002,0.08,-0.032,0.62,2.56,4.2,0.0,1.8599999999999999,1.28,1.6199999999999999,1.7999999999999998,5.12,2.1,4.48,1.28,0.0,0.64,2.48,1.24
A3_118,0.0636,0.25920000000000004,0.462,0.0,0.0618,0.1328,0.19799999999999998,0.19799999999999998,0.6083999999999999,0.1288,0.5312,0.19440000000000002,0.0,0.0676,0.2472,0.1272,0.14,0.384,1.1900000000000002,0.0,0.198,0.348,0.726,0.51,1.692,0.244,1.936,0.288,0.0,0.188,0.792,0.28,-0.0016,0.0184,-0.005600000000000001,-0.0,0.0022,-0.0004,0.018,-0.0024,0.0126,0.0028000000000000004,-0.0016,0.0138,-0.0,0.0014000000000000002,0.0088,-0.0032,-0.025400000000000002,-0.1144,-0.21000000000000002,-0.0,-0.0292,-0.0712,-0.11339999999999999,-0.09,-0.306,-0.0556,-0.2848,-0.08579999999999999,-0.0,-0.034,-0.1168,-0.050800000000000005,-0.016,0.064,0.07,0.0,0.02,0.012,-0.006,0.03,0.23399999999999999,0.0,0.048,0.048,-0.0,0.026000000000000002,0.08,-0.032,0.62,2.56,4.2,0.0,0.62,1.28,1.6199999999999999,1.7999999999999998,5.76,1.4000000000000001,5.12,1.92,0.0,0.64,2.48,1.24
A3_121,0.0636,0.19440000000000002,0.528,0.0,0.0618,0.1328,0.19799999999999998,0.132,0.676,0.1288,0.5312,0.19440000000000002,0.0652,0.0676,0.2472,0.0636,0.14,0.288,1.36,0.0,0.198,0.348,0.726,0.34,1.8800000000000001,0.244,1.936,0.288,0.214,0.188,0.792,0.14,-0.0016,0.0138,-0.0064,-0.0,0.0022,-0.0004,0.018,-0.0016,0.014000000000000002,0.0028000000000000004,-0.0016,0.0138,-0.0004,0.0014000000000000002,0.0088,-0.0016,-0.025400000000000002,-0.08579999999999999,-0.24,-0.0,-0.0292,-0.0712,-0.11339999999999999,-0.06,-0.34,-0.0556,-0.2848,-0.08579999999999999,-0.028999999999999998,-0.034,-0.1168,-0.025400000000000002,-0.016,0.048,0.08,0.0,0.02,0.012,-0.006,0.02,0.26,0.0,0.048,0.048,-0.004,0.026000000000000002,0.08,-0.016,0.62,1.92,4.8,0.0,0.62,1.28,1.6199999999999999,1.2,6.4,1.4000000000000001,5.12,1.92,0.64,0.64,2.48,0.62
A3_123,0.0636,0.19440000000000002,0.594,0.0,0.0618,0.1328,0.19799999999999998,0.132,0.676,0.1932,0.5312,0.19440000000000002,0.0652,0.0676,0.18539999999999998,0.0,0.14,0.288,1.53,0.0,0.198,0.348,0.726,0.34,1.8800000000000001,0.366,1.936,0.288,0.214,0.188,0.594,0.0,-0.0016,0.0138,-0.0072,-0.0,0.0022,-0.0004,0.018,-0.0016,0.014000000000000002,0.004200000000000001,-0.0016,0.0138,-0.0004,0.0014000000000000002,0.0066,-0.0,-0.025400000000000002,-0.08579999999999999,-0.27,-0.0,-0.0292,-0.0712,-0.11339999999999999,-0.06,-0.34,-0.08339999999999999,-0.2848,-0.08579999999999999,-0.028999999999999998,-0.034,-0.0876,-0.0,-0.016,0.048,0.09,0.0,0.02,0.012,-0.006,0.02,0.26,0.0,0.048,0.048,-0.004,0.026000000000000002,0.06,-0.0,0.62,1.92,5.3999999999999995,0.0,0.62,1.28,1.6199999999999999,1.2,6.4,2.1,5.12,1.92,0.64,0.64,1.8599999999999999,0.0
A3_127,0.0636,0.12960000000000002,0.594,0.0,0.0618,0.1328,0.19799999999999998,0.19799999999999998,0.6083999999999999,0.2576,0.3984,0.19440000000000002,0.0652,0.0676,0.2472,0.0636,0.14,0.192,1.53,0.0,0.198,0.348,0.726,0.51,1.692,0.488,1.452,0.288,0.214,0.188,0.792,0.14,-0.0016,0.0092,-0.0072,-0.0,0.0022,-0.0004,0.018,-0.0024,0.0126,0.005600000000000001,-0.0012,0.0138,-0.0004,0.0014000000000000002,0.0088,-0.0016,-0.025400000000000002,-0.0572,-0.27,-0.0,-0.0292,-0.0712,-0.11339999999999999,-0.09,-0.306,-0.1112,-0.21359999999999998,-0.08579999999999999,-0.028999999999999998,-0.034,-0.1168,-0.025400000000000002,-0.016,0.032,0.09,0.0,0.02,0.012,-0.006,0.03,0.23399999999999999,0.0,0.036,0.048,-0.004,0.026000000000000002,0.08,-0.016,0.62,1.28,5.3999999999999995,0.0,0.62,1.28,1.6199999999999999,1.7999999999999998,5.76,2.8000000000000003,3.84,1.92,0.64,0.64,2.48,0.62
A3_132,0.0636,0.12960000000000002,0.66,0.0,0.0618,0.1328,0.132,0.19799999999999998,0.676,0.2576,0.332,0.19440000000000002,0.0652,0.0,0.309,0.0636,0.14,0.192,1.7000000000000002,0.0,0.198,0.348,0.484,0.51,1.8800000000000001,0.488,1.21,0.288,0.214,0.0,0.9900000000000001,0.14,-0.0016,0.0092,-0.008,-0.0,0.0022,-0.0004,0.012,-0.0024,0.014000000000000002,0.005600000000000001,-0.001,0.0138,-0.0004,0.0,0.011000000000000001,-0.0016,-0.025400000000000002,-0.0572,-0.30000000000000004,-0.0,-0.0292,-0.0712,-0.0756,-0.09,-0.34,-0.1112,-0.17800000000000002,-0.08579999999999999,-0.028999999999999998,-0.0,-0.146,-0.025400000000000002,-0.016,0.032,0.1,0.0,0.02,0.012,-0.004,0.03,0.26,0.0,0.03,0.048,-0.004,0.0,0.1,-0.016,0.62,1.28,6.0,0.0,0.62,1.28,1.08,1.7999999999999998,6.4,2.8000000000000003,3.2,1.92,0.64,0.0,3.1,0.62
A3_133,0.0636,0.12960000000000002,0.66,0.0,0.0618,0.1328,0.132,0.19799999999999998,0.6083999999999999,0.32200000000000006,0.332,0.19440000000000002,0.0652,0.0,0.309,0.0636,0.14,0.192,1.7000000000000002,0.0,0.198,0.348,0.484,0.51,1.692,0.61,1.21,0.288,0.214,0.0,0.9900000000000001,0.14,-0.0016,0.0092,-0.008,-0.0,0.0022,-0.0004,0.012,-0.0024,0.0126,0.007000000000000001,-0.001,0.0138,-0.0004,0.0,0.011000000000000001,-0.0016,-0.025400000000000002,-0.0572,-0.30000000000000004,-0.0,-0.0292,-0.0712,-0.0756,-0.09,-0.306,-0.13899999999999998,-0.17800000000000002,-0.08579999999999999,-0.028999999999999998,-0.0,-0.146,-0.025400000000000002,-0.016,0.032,0.1,0.0,0.02,0.012,-0.004,0.03,0.23399999999999999,0.0,0.03,0.048,-0.004,0.0,0.1,-0.016,0.62,1.28,6.0,0.0,0.62,1.28,1.08,1.7999999999999998,5.76,3.5,3.2,1.92,0.64,0.0,3.1,0.62
A3_138,0.0636,0.12960000000000002,0.66,0.0,0.0618,0.1328,0.19799999999999998,0.132,0.676,0.2576,0.3984,0.19440000000000002,0.0652,0.0,0.2472,0.0636,0.14,0.192,1.7000000000000002,0.0,0.198,0.348,0.726,0.34,1.8800000000000001,0.488,1.452,0.288,0.214,0.0,0.792,0.14,-0.0016,0.0092,-0.008,-0.0,0.0022,-0.0004,0.018,-0.0016,0.014000000000000002,0.005600000000000001,-0.0012,0.0138,-0.0004,0.0,0.0088,-0.0016,-0.025400000000000002,-0.0572,-0.30000000000000004,-0.0,-0.0292,-0.0712,-0.11339999999999999,-0.06,-0.34,-0.1112,-0.21359999999999998,-0.08579999999999999,-0.028999999999999998,-0.0,-0.1168,-0.025400000000000002,-0.016,0.032,0.1,0.0,0.02,0.012,-0.006,0.02,0.26,0.0,0.036,0.048,-0.004,0.0,0.08,-0.016,0.62,1.28,6.0,0.0,0.62,1.28,1.6199999999999999,1.2,6.4,2.8000000000000003,3.84,1.92,0.64,0.0,2.48,0.62
A3_140,0.1272,0.12960000000000002,0.594,0.0,0.0618,0.1328,0.19799999999999998,0.132,0.676,0.2576,0.3984,0.19440000000000002,0.0652,0.0,0.2472,0.0636,0.28,0.192,1.53,0.0,0.198,0.348,0.726,0.34,1.8800000000000001,0.488,1.452,0.288,0.214,0.0,0.792,0.14,-0.0032,0.0092,-0.0072,-0.0,0.0022,-0.0004,0.018,-0.0016,0.014000000000000002,0.005600000000000001,-0.0012,0.0138,-0.0004,0.0,0.0088,-0.0016,-0.050800000000000005,-0.0572,-0.27,-0.0,-0.0292,-0.0712,-0.11339999999999999,-0.06,-0.34,-0.1112,-0.21359999999999998,-0.08579999999999999,-0.028999999999999998,-0.0,-0.1168,-0.025400000000000002,-0.032,0.032,0.09,0.0,0.02,0.012,-0.006,0.02,0.26,0.0,0.036,0.048,-0.004,0.0,0.08,-0.016,1.24,1.28,5.3999999999999995,0.0,0.62,1.28,1.6199999999999999,1.2,6.4,2.8000000000000003,3.84,1.92,0.64,0.0,2.48,0.62
A3_144,0.1272,0.19440000000000002,0.528,0.06480000000000001,0.0618,0.1328,0.19799999999999998,0.132,0.676,0.1932,0.332,0.19440000000000002,0.0652,0.0676,0.2472,0.0636,0.28,0.288,1.36,0.142,0.198,0.348,0.726,0.34,1.8800000000000001,0.366,1.21,0.288,0.214,0.188,0.792,0.14,-0.0032,0.0138,-0.0064,-0.0012,0.0022,-0.0004,0.018,-0.0016,0.014000000000000002,0.004200000000000001,-0.001,0.0138,-0.0004,0.0014000000000000002,0.0088,-0.0016,-0.050800000000000005,-0.08579999999999999,-0.24,-0.027200000000000002,-0.0292,-0.0712,-0.11339999999999999,-0.06,-0.34,-0.08339999999999999,-0.17800000000000002,-0.08579999999999999,-0.028999999999999998,-0.034,-0.1168,-0.025400000000000002,-0.032,0.048,0.08,0.022000000000000002,0.02,0.012,-0.006,0.02,0.26,0.0,0.03,0.048,-0.004,0.026000000000000002,0.08,-0.016,1.24,1.92,4.8,0.66,0.62,1.28,1.6199999999999999,1.2,6.4,2.1,3.2,1.92,0.64,0.64,2.48,0.62
A3_146,0.1272,0.19440000000000002,0.528,0.06480000000000001,0.0618,0.1328,0.19799999999999998,0.19799999999999998,0.6083999999999999,0.1932,0.2656,0.19440000000000002,0.0652,0.0676,0.2472,0.1272,0.28,0.288,1.36,0.142,0.198,0.348,0.726,0.51,1.692,0.366,0.968,0.288,0.214,0.188,0.792,0.28,-0.0032,0.0138,-0.0064,-0.0012,0.0022,-0.0004,0.018,-0.0024,0.0126,0.004200000000000001,-0.0008,0.0138,-0.0004,0.0014000000000000002,0.0088,-0.0032,-0.050800000000000005,-0.08579999999999999,-0.24,-0.027200000000000002,-0.0292,-0.0712,-0.11339999999999999,-0.09,-0.306,-0.08339999999999999,-0.1424,-0.08579999999999999,-0.028999999999999998,-0.034,-0.1168,-0.050800000000000005,-0.032,0.048,0.08,0.022000000000000002,0.02,0.012,-0.006,0.03,0.23399999999999999,0.0,0.024,0.048,-0.004,0.026000000000000002,0.08,-0.032,1.24,1.92,4.8,0.66,0.62,1.28,1.6199999999999999,1.7999999999999998,5.76,2.1,2.56,1.92,0.64,0.64,2.48,1.24
A3_155,0.1908,0.19440000000000002,0.462,0.06480000000000001,0.1236,0.2656,0.132,0.19799999999999998,0.5408,0.1932,0.332,0.06480000000000001,0.0652,0.0676,0.2472,0.1272,0.42,0.288,1.1900000000000002,0.142,0.396,0.696,0.484,0.51,1.504,0.366,1.21,0.096,0.214,0.188,0.792,0.28,-0.0048,0.0138,-0.005600000000000001,-0.0012,0.0044,-0.0008,0.012,-0.0024,0.011200000000000002,0.004200000000000001,-0.001,0.0046,-0.0004,0.0014000000000000002,0.0088,-0.0032,-0.0762,-0.08579999999999999,-0.21000000000000002,-0.027200000000000002,-0.0584,-0.1424,-0.0756,-0.09,-0.272,-0.08339999999999999,-0.17800000000000002,-0.0286,-0.028999999999999998,-0.034,-0.1168,-0.050800000000000005,-0.048,0.048,0.07,0.022000000000000002,0.04,0.024,-0.004,0.03,0.20800000000000002,0.0,0.03,0.016,-0.004,0.026000000000000002,0.08,-0.032,1.8599999999999999,1.92,4.2,0.66,1.24,2.56,1.08,1.7999999999999998,5.12,2.1,3.2,0.64,0.64,0.64,2.48,1.24
A3_162,0.1272,0.12960000000000002,0.528,0.06480000000000001,0.1236,0.1328,0.066,0.19799999999999998,0.6083999999999999,0.1932,0.46480000000000005,0.12960000000000002,0.0652,0.0676,0.2472,0.1272,0.28,0.192,1.36,0.142,0.396,0.348,0.242,0.51,1.692,0.366,1.6940000000000002,0.192,0.214,0.188,0.792,0.28,-0.0032,0.0092,-0.0064,-0.0012,0.0044,-0.0004,0.006,-0.0024,0.0126,0.004200000000000001,-0.0014000000000000002,0.0092,-0.0004,0.0014000000000000002,0.0088,-0.0032,-0.050800000000000005,-0.0572,-0.24,-0.027200000000000002,-0.0584,-0.0712,-0.0378,-0.09,-0.306,-0.08339999999999999,-0.24920000000000003,-0.0572,-0.028999999999999998,-0.034,-0.1168,-0.050800000000000005,-0.032,0.032,0.08,0.022000000000000002,0.04,0.012,-0.002,0.03,0.23399999999999999,0.0,0.042,0.032,-0.004,0.026000000000000002,0.08,-0.032,1.24,1.28,4.8,0.66,1.24,1.28,0.54,1.7999999999999998,5.76,2.1,4.48,1.28,0.64,0.64,2.48,1.24
A3_164,0.1272,0.12960000000000002,0.528,0.06480000000000001,0.1236,0.1328,0.066,0.19799999999999998,0.5408,0.1932,0.5312,0.12960000000000002,0.0652,0.0676,0.2472,0.1272,0.28,0.192,1.36,0.142,0.396,0.348,0.242,0.51,1.504,0.366,1.936,0.192,0.214,0.188,0.792,0.28,-0.0032,0.0092,-0.0064,-0.0012,0.0044,-0.0004,0.006,-0.0024,0.011200000000000002,0.004200000000000001,-0.0016,0.0092,-0.0004,0.0014000000000000002,0.0088,-0.0032,-0.050800000000000005,-0.0572,-0.24,-0.027200000000000002,-0.0584,-0.0712,-0.0378,-0.09,-0.272,-0.08339999999999999,-0.2848,-0.0572,-0.028999999999999998,-0.034,-0.1168,-0.050800000000000005,-0.032,0.032,0.08,0.022000000000000002,0.04,0.012,-0.002,0.03,0.20800000000000002,0.0,0.048,0.032,-0.004,0.026000000000000002,0.08,-0.032,1.24,1.28,4.8,0.66,1.24,1.28,0.54,1.7999999999999998,5.12,2.1,5.12,1.28,0.64,0.64,2.48,1.24
A3_165,0.1272,0.12960000000000002,0.528,0.06480000000000001,0.1236,0.1328,0.066,0.19799999999999998,0.4732,0.1932,0.5312,0.19440000000000002,0.0652,0.0676,0.2472,0.1272,0.28,0.192,1.36,0.142,0.396,0.348,0.242,0.51,1.3160000000000003,0.366,1.936,0.288,0.214,0.188,0.792,0.28,-0.0032,0.0092,-0.0064,-0.0012,0.0044,-0.0004,0.006,-0.0024,0.009800000000000001,0.004200000000000001,-0.0016,0.0138,-0.0004,0.0014000000000000002,0.0088,-0.0032,-0.050800000000000005,-0.0572,-0.24,-0.027200000000000002,-0.0584,-0.0712,-0.0378,-0.09,-0.23800000000000002,-0.08339999999999999,-0.2848,-0.08579999999999999,-0.028999999999999998,-0.034,-0.1168,-0.050800000000000005,-0.032,0.032,0.08,0.022000000000000002,0.04,0.012,-0.002,0.03,0.18200000000000002,0.0,0.048,0.048,-0.004,0.026000000000000002,0.08,-0.032,1.24,1.28,4.8,0.66,1.24,1.28,0.54,1.7999999999999998,4.48,2.1,5.12,1.92,0.64,0.64,2.48,1.24
A3_168,0.1272,0.12960000000000002,0.462,0.06480000000000001,0.1236,0.1328,0.066,0.19799999999999998,0.4732,0.1932,0.46480000000000005,0.19440000000000002,0.0652,0.0676,0.309,0.1908,0.28,0.192,1.1900000000000002,0.142,0.396,0.348,0.242,0.51,1.3160000000000003,0.366,1.6940000000000002,0.288,0.214,0.188,0.9900000000000001,0.42,-0.0032,0.0092,-0.005600000000000001,-0.0012,0.0044,-0.0004,0.006,-0.0024,0.009800000000000001,0.004200000000000001,-0.0014000000000000002,0.0138,-0.0004,0.0014000000000000002,0.011000000000000001,-0.0048,-0.050800000000000005,-0.0572,-0.21000000000000002,-0.027200000000000002,-0.0584,-0.0712,-0.0378,-0.09,-0.23800000000000002,-0.08339999999999999,-0.24920000000000003,-0.08579999999999999,-0.028999999999999998,-0.034,-0.146,-0.0762,-0.032,0.032,0.07,0.022000000000000002,0.04,0.012,-0.002,0.03,0.18200000000000002,0.0,0.042,0.048,-0.004,0.026000000000000002,0.1,-0.048,1.24,1.28,4.2,0.66,1.24,1.28,0.54,1.7999999999999998,4.48,2.1,4.48,1.92,0.64,0.64,3.1,1.8599999999999999
A3_173,0.1272,0.12960000000000002,0.39599999999999996,0.06480000000000001,0.1236,0.1328,0.066,0.19799999999999998,0.4732,0.1288,0.46480000000000005,0.25920000000000004,0.0652,0.0676,0.37079999999999996,0.1908,0.28,0.192,1.02,0.142,0.396,0.348,0.242,0.51,1.3160000000000003,0.244,1.6940000000000002,0.384,0.214,0.188,1.188,0.42,-0.0032,0.0092,-0.0048,-0.0012,0.0044,-0.0004,0.006,-0.0024,0.009800000000000001,0.0028000000000000004,-0.0014000000000000002,0.0184,-0.0004,0.0014000000000000002,0.0132,-0.0048,-0.050800000000000005,-0.0572,-0.18,-0.027200000000000002,-0.0584,-0.0712,-0.0378,-0.09,-0.23800000000000002,-0.0556,-0.24920000000000003,-0.1144,-0.028999999999999998,-0.034,-0.1752,-0.0762,-0.032,0.032,0.06,0.022000000000000002,0.04,0.012,-0.002,0.03,0.18200000000000002,0.0,0.042,0.064,-0.004,0.026000000000000002,0.12,-0.048,1.24,1.28,3.5999999999999996,0.66,1.24,1.28,0.54,1.7999999999999998,4.48,1.4000000000000001,4.48,2.56,0.64,0.64,3.7199999999999998,1.8599999999999999
